,prompt,class,environment,weather,amount
2833,Two boats in a snowy valley.,boat,valley,snowy,Two
2834,Three boats in a snowy valley.,boat,valley,snowy,Three
2835,"

A snow-covered valley with a large, red boat nestled among the frozen trees.",boat,valley,snowy,Multiple
2836,"

A single boat in the valley, shrouded by fog.",boat,valley,foggy,Single
2837,"

Two boats in a valley shrouded by fog.",boat,valley,foggy,Two
2838,Three boats in a foggy valley.,boat,valley,foggy,Three
2839,"

A foggy valley with a moored boat shrouded in mist.",boat,valley,foggy,Multiple
2840,"

A single boat in the valley amidst windy conditions.",boat,valley,windy,Single
2841,Two boats in a windy valley.,boat,valley,windy,Two
2842,Three boats in a windy valley.,boat,valley,windy,Three
2843,"

A boat anchored in the valley, its sails tattered and torn in the windy weather.",boat,valley,windy,Multiple
2844,"

A single boat in the tranquil valley with clear skies above.",boat,valley,clear,Single
2845,Two boats in a tranquil valley with clear weather.,boat,valley,clear,Two
2846,Three boats in a tranquil valley with clear weather.,boat,valley,clear,Three
2847,"

Clear day in the valley. A red boat rests on the calm water, surrounded by tall green trees. The sun reflects off the boat's hull, casting a warm glow over the peaceful scene. The water is still and clear",boat,valley,clear,Multiple
2848,"

A single boat on a tranquil plain under a sunny sky.",boat,plain,sunny,Single
2849,Two boats in a tranquil plain under a sunny sky.,boat,plain,sunny,Two
2850,Three boats in a sunlit plain.,boat,plain,sunny,Three
2851,"

A sunny plain with a red boat and a blue boat anchored beside each other.",boat,plain,sunny,Multiple
2852,"

A single boat in the plain under cloudy weather.",boat,plain,cloudy,Single
2853,Two boats in a plain under cloudy weather.,boat,plain,cloudy,Two
2854,Three boats in a plain under cloudy weather.,boat,plain,cloudy,Three
2855,"

A boat in the plain under overcast skies.",boat,plain,cloudy,Multiple
2856,A single boat in the plain under the rain.,boat,plain,rainy,Single
2857,Two boats in a plain under rainy weather.,boat,plain,rainy,Two
2858,Three boats in a plain under rainy weather.,boat,plain,rainy,Three
2859,"

A rain-soaked plain with a solitary boat, its sails deflated and hull glistening with droplets.",boat,plain,rainy,Multiple
2860,A single boat in the plain under stormy weather.,boat,plain,stormy,Single
2861,Two boats in a plain under stormy weather.,boat,plain,stormy,Two
2862,Three boats in a plain under stormy weather.,boat,plain,stormy,Three
2863,"A boat in the plain, stormy weather.",boat,plain,stormy,Multiple
2864,A single boat in the plain under a snowy sky.,boat,plain,snowy,Single
2865,Two boats in a snowy plain.,boat,plain,snowy,Two
2866,Three boats in a snowy plain.,boat,plain,snowy,Three
2867,"

A boat in the plain, covered in snow.",boat,plain,snowy,Multiple
2868,"

A single boat in the plain under foggy weather.",boat,plain,foggy,Single
2869,Two boats in a tranquil plain under foggy weather.,boat,plain,foggy,Two
2870,Three boats in a plain shrouded by fog.,boat,plain,foggy,Three
2871,"

A foggy plain with a solitary boat anchored in the mist.",boat,plain,foggy,Multiple
2872,"A single boat on a vast, windy plain.",boat,plain,windy,Single
2873,Two boats in a plain under windy weather.,boat,plain,windy,Two
2874,Three boats in a plain under windy weather.,boat,plain,windy,Three
2875,"

A boat on the plain, its sails flapping in the wind.",boat,plain,windy,Multiple
2876,A single boat on a tranquil plain under a clear sky.,boat,plain,clear,Single
2877,Two boats in a tranquil plain under clear skies.,boat,plain,clear,Two
2878,Three boats in a tranquil plain under clear skies.,boat,plain,clear,Three
2879,"

A red sailboat anchored in a calm, clear lake surrounded by lush greenery. A white motorboat bobbing gently on the tranquil sea under a clear sky. A blue yacht moored at the dock in",boat,plain,clear,Multiple
2880,"

A single boat anchored in a tranquil sunlit cove.",boat,normal,sunny,Single
2881,Two boats in a sunny harbor.,boat,normal,sunny,Two
2882,Three boats in a sunny harbor.,boat,normal,sunny,Three
2883,"

A red sailboat anchored in a calm, sunny bay surrounded by crystal clear water and lush green vegetation. A white motorboat with a blue stripe moored next to it, its engine idling softly. A yellow",boat,normal,sunny,Multiple
2884,"

A single boat anchored in a cloudy bay.",boat,normal,cloudy,Single
2885,"

Two boats in a cloudy harbor.",boat,normal,cloudy,Two
2886,Three boats in a cloudy harbor.,boat,normal,cloudy,Three
2887,"

A cloudy day on the open sea. A lone boat with sails furled, bobbing gently on the waves.",boat,normal,cloudy,Multiple
2888,"

A single boat anchored in a rain-soaked harbor, droplets cascading off its slick surface.",boat,normal,rainy,Single
2889,Two boats in a rainy harbor.,boat,normal,rainy,Two
2890,Three boats in a harbor during rainfall.,boat,normal,rainy,Three
2891,"

A red sailed boat tied to a dock in a rainy marina. A gray motorboat rocking gently in the harbor during a downpour. A yellow houseboat with tarp covers, anchored in a rain-",boat,normal,rainy,Multiple
2892,A single boat amidst stormy waters.,boat,normal,stormy,Single
2893,Two boats in a stormy harbor.,boat,normal,stormy,Two
2894,Three boats in a stormy harbor.,boat,normal,stormy,Three
2895,"

A red lighthouse on a rocky cliff overlooking a stormy sea. A large fishing boat with torn sails, battered by the waves.",boat,normal,stormy,Multiple
2896,"

A single boat, frozen in the icy waters of a snowy lake.",boat,normal,snowy,Single
2897,Two boats in a snowy harbor.,boat,normal,snowy,Two
2898,Three boats in a snowy harbor.,boat,normal,snowy,Three
2899,"

A snow-covered boat on a frozen lake, surrounded by tall, bare trees.",boat,normal,snowy,Multiple
2900,"

A single boat in the foggy harbor.",boat,normal,foggy,Single
2901,Two boats in a foggy harbor.,boat,normal,foggy,Two
2902,Three boats in a foggy harbor.,boat,normal,foggy,Three
2903,"

A foggy harbor with several boats, their shapes barely discernible through the thick mist.",boat,normal,foggy,Multiple
2904,"

A single boat anchored in a rough sea, with whitecaps and wind whipping up the waves.",boat,normal,windy,Single
2905,Two boats in a harbor during a windy day.,boat,normal,windy,Two
2906,Three boats in a harbor during a windy day.,boat,normal,windy,Three
2907,"

A red sailboat with tattered sails, bobbing in the rough waves during a windy day at sea. A blue powerboat with white foam at its bow, braving the stormy waters. A green catamaran,",boat,normal,windy,Multiple
2908,"

Clear day on a tranquil lake. A single red boat with white sails anchored near the shore.",boat,normal,clear,Single
2909,Two boats in a clear harbor.,boat,normal,clear,Two
2910,Three boats in a clear harbor.,boat,normal,clear,Three
2911,"

Clear day on a tranquil lake. A red sailboat and a blue powerboat anchored side by side.",boat,normal,clear,Multiple
2912,"

A single boat anchored in the downtown marina under a sunny sky.",boat,downtown,sunny,Single
2913,Two boats in the downtown with a sunny weather.,boat,downtown,sunny,Two
2914,Three boats in downtown with sunny weather.,boat,downtown,sunny,Three
2915,"

A sunny downtown scene featuring a red sailboat anchored by the pier. Other small boats bob gently in the calm harbor water. The sun casts golden reflections on the water's surface, creating a serene and pictures",boat,downtown,sunny,Multiple
2916,"

A single boat anchored in the downtown harbor amidst cloudy weather.",boat,downtown,cloudy,Single
2917,"

Two boats in the downtown area, surrounded by buildings, under cloudy weather.",boat,downtown,cloudy,Two
2918,Three boats in the downtown harbor under cloudy weather.,boat,downtown,cloudy,Three
2919,"

A boat moored downtown during cloudy weather.",boat,downtown,cloudy,Multiple
2920,"

A single boat anchored in the downtown harbor amidst the pouring rain.",boat,downtown,rainy,Single
2921,Two boats in the downtown during rainy weather.,boat,downtown,rainy,Two
2922,Three boats in the downtown harbor during rainy weather.,boat,downtown,rainy,Three
2923,"

A rain-soaked boat at the downtown marina.",boat,downtown,rainy,Multiple
2924,"

A single boat in downtown amidst stormy weather.",boat,downtown,stormy,Single
2925,Two boats in the downtown during a storm.,boat,downtown,stormy,Two
2926,Three boats in downtown during a storm.,boat,downtown,stormy,Three
2927,"

A boat moored downtown amidst stormy weather.",boat,downtown,stormy,Multiple
2928,"

A single boat anchored in the downtown harbor amidst falling snow.",boat,downtown,snowy,Single
2929,Two boats in the downtown harbor under snowy weather.,boat,downtown,snowy,Two
2930,Three boats in the downtown harbor under a snowy sky.,boat,downtown,snowy,Three
2931,"

A snowy downtown scene with a moored boat, its hull glistening with fresh snow.",boat,downtown,snowy,Multiple
2932,"

A single boat anchored in the downtown harbor amidst foggy conditions.",boat,downtown,foggy,Single
2933,"

Two boats in the downtown harbor under foggy conditions.",boat,downtown,foggy,Two
2934,Three boats in downtown amidst foggy weather.,boat,downtown,foggy,Three
2935,"

A boat moored downtown amidst foggy weather.",boat,downtown,foggy,Multiple
2936,"

A single boat anchored downtown amidst windy conditions.",boat,downtown,windy,Single
2937,Two boats in the downtown harbor during a windy day.,boat,downtown,windy,Two
2938,Three boats in the downtown harbor during a windy day.,boat,downtown,windy,Three
2939,"

A red sailboat anchored in the downtown marina, its sails flapping in the wind. A larger, industrial cargo boat docked nearby, its metal hull glinting in the sun. A smaller motorboat bobbing",boat,downtown,windy,Multiple
2940,"

Clear day, single boat in downtown harbor.",boat,downtown,clear,Single
2941,Two boats in the clear downtown waters.,boat,downtown,clear,Two
2942,Three boats in downtown with clear weather.,boat,downtown,clear,Three
2943,"

Clear day, downtown marina filled with boats.",boat,downtown,clear,Multiple
2944,"

A single boat anchored in an urban marina under a sunny sky.",boat,urban,sunny,Single
2945,Two boats in an urban setting under sunny weather.,boat,urban,sunny,Two
2946,Three boats in an urban harbor under sunny weather.,boat,urban,sunny,Three
2947,"

A red speedboat anchored in a calm urban marina under a sunny sky.",boat,urban,sunny,Multiple
2948,"

A single boat anchored in an urban harbor under cloudy skies.",boat,urban,cloudy,Single
2949,"

Two boats in an urban scene with cloudy weather.",boat,urban,cloudy,Two
2950,Three boats amidst urban structures under cloudy weather.,boat,urban,cloudy,Three
2951,"

A boat moored in an urban canal under cloudy skies.",boat,urban,cloudy,Multiple
2952,"

A single boat anchored in an urban harbor during rainfall.",boat,urban,rainy,Single
2953,Two boats in an urban setting during rainy weather.,boat,urban,rainy,Two
2954,"Three boats amidst the concrete jungle, under a rainy sky.",boat,urban,rainy,Three
2955,"

A red boat docked among concrete structures in a rain-soaked urban harbor.",boat,urban,rainy,Multiple
2956,"

A single boat amidst the concrete jungle, battered by the stormy weather.",boat,urban,stormy,Single
2957,Two boats in an urban harbor during a storm.,boat,urban,stormy,Two
2958,Three boats amidst urban structures during a storm.,boat,urban,stormy,Three
2959,"

A red sailboat anchored in the urban harbor during a stormy weather.",boat,urban,stormy,Multiple
2960,"

A single boat anchored in an urban harbor under a snowy sky.",boat,urban,snowy,Single
2961,"

Two boats in an urban setting amidst snowfall.",boat,urban,snowy,Two
2962,"Three boats amidst urban structures, under a snowy sky.",boat,urban,snowy,Three
2963,"

A red boat, bobbing in the icy harbor, surrounded by snow-covered docks and buildings.",boat,urban,snowy,Multiple
2964,"

A single boat in an urban harbor amidst foggy conditions.",boat,urban,foggy,Single
2965,"

Two boats in an urban setting with foggy weather.",boat,urban,foggy,Two
2966,"Three boats amidst the concrete jungle, shrouded in foggy weather.",boat,urban,foggy,Three
2967,"

A boat anchored in the urban harbor amidst foggy weather.",boat,urban,foggy,Multiple
2968,"

A single boat anchored in an urban harbor amidst windy conditions.",boat,urban,windy,Single
2969,"

Two boats in an urban setting during windy weather.",boat,urban,windy,Two
2970,Three boats in an urban harbor during a windy day.,boat,urban,windy,Three
2971,"

Boat in urban area during windy weather.",boat,urban,windy,Multiple
2972,"

Clear day in the city. A single boat anchored in the urban harbor.",boat,urban,clear,Single
2973,Two boats in an urban setting with clear weather.,boat,urban,clear,Two
2974,Three boats in an urban harbor under clear skies.,boat,urban,clear,Three
2975,"

Clear day in the city. A red boat tied to a dock, reflected in the calm water.",boat,urban,clear,Multiple
2976,"

A single industrial boat anchored in a calm, sunny harbor.",boat,industrial,sunny,Single
2977,Two boats in an industrial harbor under sunny weather.,boat,industrial,sunny,Two
2978,Three boats in an industrial harbor under a sunny sky.,boat,industrial,sunny,Three
2979,"

A sunny industrial dock with several boats moored. One large industrial boat, its metallic hull reflecting the sunlight, dominates the scene. Other smaller boats are docked nearby, their sails rolled up and secured. The",boat,industrial,sunny,Multiple
2980,"

A single industrial boat in a cloudy environment.",boat,industrial,cloudy,Single
2981,"

Two boats in an industrial setting under cloudy weather.",boat,industrial,cloudy,Two
2982,Three boats in an industrial harbor under cloudy skies.,boat,industrial,cloudy,Three
2983,"

Cloudy industrial harbor with several large boats anchored.",boat,industrial,cloudy,Multiple
2984,"

A single industrial boat in the rainy harbor.",boat,industrial,rainy,Single
2985,Two industrial boats in a rainy setting.,boat,industrial,rainy,Two
2986,Three boats in an industrial harbor during rainfall.,boat,industrial,rainy,Three
2987,"

A boat in an industrial harbor during a rainstorm. Multiple boats moored nearby, their hulls glistening with rainwater. The air is filled with the sound of raindrops hitting the water and the distant rum",boat,industrial,rainy,Multiple
2988,Industrial boat amidst stormy weather.,boat,industrial,stormy,Single
2989,Two industrial boats in a stormy harbor.,boat,industrial,stormy,Two
2990,Three boats in an industrial harbor during a storm.,boat,industrial,stormy,Three
2991,"

A boat anchored in a harbor, industrial backdrop, stormy weather. Rain pounding against the metal hull, waves crashing against the dock. Smoke stacks in the background belching out grey clouds. Boat",boat,industrial,stormy,Multiple
2992,"

A single industrial boat in a snowy landscape.",boat,industrial,snowy,Single
2993,Two industrial boats in a snowy harbor.,boat,industrial,snowy,Two
2994,Three boats in an industrial harbor under heavy snowfall.,boat,industrial,snowy,Three
2995,"

A boat anchored in an industrial harbor, surrounded by snow-covered docks and factories.",boat,industrial,snowy,Multiple
2996,"

A single industrial boat in the foggy harbor.",boat,industrial,foggy,Single
2997,Two industrial boats in foggy conditions.,boat,industrial,foggy,Two
2998,Three boats in industry with foggy weather.,boat,industrial,foggy,Three
2999,"

A boat anchored in a foggy industrial harbor, its silhouette barely visible through the thick mist. Other boats can be seen nearby, also shrouded in the fog. The air is still and quiet, the only sounds",boat,industrial,foggy,Multiple
3000,Industrial harbor. Single boat. Windy. Waves crash against the dock. Rain pelts the water. Boat's sails flap wildly. Anchor chain rattles. Steel hull creaks. Rainwater,boat,industrial,windy,Single
3001,Two industrial boats in a windy harbor.,boat,industrial,windy,Two
3002,Three boats in an industrial harbor during a windy day.,boat,industrial,windy,Three
3003,"

A boat anchored in a harbor, waves crashing against its side in the windy weather. Several industrial boats in the background, their sails billowing in the gusts.",boat,industrial,windy,Multiple
3004,Clear day. Industrial dock. Single boat.,boat,industrial,clear,Single
3005,Two industrial boats in clear weather.,boat,industrial,clear,Two
3006,Three boats in an industrial harbor under clear skies.,boat,industrial,clear,Three
3007,"

Clear day, industrial harbor filled with several boats.",boat,industrial,clear,Multiple
3008,"

A single-story house with a private dock, anchored by a red and white striped boat under the bright, sunny sky.",boat,residential,sunny,Single
3009,Two boats in a sunny residential marina.,boat,residential,sunny,Two
3010,Three boats in a sunny residential marina.,boat,residential,sunny,Three
3011,"

A sunny day residential dock with three boats moored.",boat,residential,sunny,Multiple
3012,"

A single boat anchored in a residential marina under cloudy skies.",boat,residential,cloudy,Single
3013,"

Two boats in a residential area with cloudy weather.",boat,residential,cloudy,Two
3014,Three boats in a residential marina under cloudy weather.,boat,residential,cloudy,Three
3015,"

A cloudy day residential scene featuring a red rowboat tied to a dock.",boat,residential,cloudy,Multiple
3016,"

A single boat anchored in a residential marina during a rainstorm.",boat,residential,rainy,Single
3017,Two boats in a residential area during rainy weather.,boat,residential,rainy,Two
3018,Three boats in a residential area during rainy weather.,boat,residential,rainy,Three
3019,"

A red boat docked in a residential marina during a rainstorm. The raindrops hit the water's surface, creating ripples that spread outwards. The boat's wooden hull shone under the dim streetlights",boat,residential,rainy,Multiple
3020,"

A single boat anchored in a residential marina during a stormy weather.",boat,residential,stormy,Single
3021,Two boats in a residential marina during a storm.,boat,residential,stormy,Two
3022,Three boats in a residential marina during a storm.,boat,residential,stormy,Three
3023,"

A red sailboat anchored in a tranquil marina, suddenly tossed by waves during a storm. A white houseboat, its windows illuminated, bobbing up and down amidst the turmoil. A blue motor",boat,residential,stormy,Multiple
3024,"

A red boat nestled in a snowy residential harbor, its hull coated in a thick layer of frost. Ice crystals clung to the rigging and sails, which were furled and secured against the winter",boat,residential,snowy,Single
3025,Two boats in a residential area during a snowstorm.,boat,residential,snowy,Two
3026,Three boats in a residential area during a snowstorm.,boat,residential,snowy,Three
3027,"

A snow-covered boat nestled in a quiet residential harbor.",boat,residential,snowy,Multiple
3028,"

A single boat anchored in a residential marina amidst foggy conditions.",boat,residential,foggy,Single
3029,"

Two boats in a residential area with foggy weather.",boat,residential,foggy,Two
3030,Three boats in a residential marina shrouded in fog.,boat,residential,foggy,Three
3031,"

A foggy residential marina with several moored boats.",boat,residential,foggy,Multiple
3032,"

A single boat anchored in a tranquil residential marina, weathered by the wind.",boat,residential,windy,Single
3033,Two boats in a residential area with windy weather.,boat,residential,windy,Two
3034,Three boats in a residential marina during a windy day.,boat,residential,windy,Three
3035,"

A red sailboat anchored in a tranquil marina, surrounded by calm waters. Suddenly, the wind picks up, causing whitecaps to form on the surface. The once still water becomes choppy and turbulent. The sail",boat,residential,windy,Multiple
3036,"

Clear day, single boat in a residential marina.",boat,residential,clear,Single
3037,Two boats in a clear residential harbor.,boat,residential,clear,Two
3038,Three boats in a clear residential harbor.,boat,residential,clear,Three
3039,"

Clear day, a red boat docked at a residential pier.",boat,residential,clear,Multiple
3040,"

A single boat anchored in the business district with a sunny weather.",boat,business_district,sunny,Single
3041,Two boats in the business district with sunny weather.,boat,business_district,sunny,Two
3042,Three boats in the business district with a sunny weather.,boat,business_district,sunny,Three
3043,"

A sunny business district with a red yacht anchored in the marina. A sleek white speedboat bobbing gently on the glassy water. A large cargo ship docked nearby, casting a long shadow over the smaller boats",boat,business_district,sunny,Multiple
3044,"

A single boat anchored in the business district with a cloudy weather.",boat,business_district,cloudy,Single
3045,Two boats in the business district with a cloudy weather.,boat,business_district,cloudy,Two
3046,Three boats in the business district with a cloudy weather.,boat,business_district,cloudy,Three
3047,"

A boat anchored in the business district, surrounded by towering buildings, under a cloudy sky.",boat,business_district,cloudy,Multiple
3048,"

A single boat in the business district during rainy weather.",boat,business_district,rainy,Single
3049,Two boats in the business district during rainy weather.,boat,business_district,rainy,Two
3050,Three boats in the business district during rainy weather.,boat,business_district,rainy,Three
3051,A red boat tied to a dock in the business district during a rainstorm.,boat,business_district,rainy,Multiple
3052,A single boat in the business district during a storm.,boat,business_district,stormy,Single
3053,Two boats in the business district during a storm.,boat,business_district,stormy,Two
3054,Three boats in the business district during a storm.,boat,business_district,stormy,Three
3055,A boat in the business district during a storm.,boat,business_district,stormy,Multiple
3056,"A single boat in the business district, weathered by snow.",boat,business_district,snowy,Single
3057,"Two boats in the business district, shrouded in snow.",boat,business_district,snowy,Two
3058,"Three boats in the business district, shrouded in snow.",boat,business_district,snowy,Three
3059,"A snowy business district. A boat, moored.",boat,business_district,snowy,Multiple
3060,"

A single boat in the business district, shrouded in fog.",boat,business_district,foggy,Single
3061,"Two boats in the business district, shrouded in fog.",boat,business_district,foggy,Two
3062,"Three boats in the business district, shrouded in fog.",boat,business_district,foggy,Three
3063,"

A foggy business district with a moored boat, its hull obscured by the dense mist.",boat,business_district,foggy,Multiple
3064,"A single boat in the business district, weathered by wind.",boat,business_district,windy,Single
3065,Two boats in the business district with windy weather.,boat,business_district,windy,Two
3066,Three boats in the business district with windy weather.,boat,business_district,windy,Three
3067,A red yacht anchored in the business district during a windy day.,boat,business_district,windy,Multiple
3068,A single boat in the business district with clear weather.,boat,business_district,clear,Single
3069,Two boats in the business district with clear weather.,boat,business_district,clear,Two
3070,Three boats in the business district with clear weather.,boat,business_district,clear,Three
3071,"

Clear day in the business district. A red yacht anchored, its sails rolled up, reflecting in the calm waters. A sleek white speedboat bobbing gently nearby.",boat,business_district,clear,Multiple
3072,"

A single boat in a shopping mall, under the bright sun.",boat,shopping_mall,sunny,Single
3073,"Two boats in a shopping mall, sunny weather.",boat,shopping_mall,sunny,Two
3074,Three boats in a sunlit shopping mall.,boat,shopping_mall,sunny,Three
3075,"

A red sailboat anchored in a tranquil marina under a sunny sky. Shopping mall in the background.",boat,shopping_mall,sunny,Multiple
3076,"

A single boat in a shopping mall amidst cloudy weather.",boat,shopping_mall,cloudy,Single
3077,Two boats in a shopping mall under cloudy weather.,boat,shopping_mall,cloudy,Two
3078,Three boats in a shopping mall under cloudy weather.,boat,shopping_mall,cloudy,Three
3079,"

A boat anchored in a shopping mall, surrounded by rain-soaked pavement. Clouds obscure the sun, casting a gray pallor over the scene.",boat,shopping_mall,cloudy,Multiple
3080,"

A single boat in a shopping mall during rainy weather.",boat,shopping_mall,rainy,Single
3081,Two boats in a shopping mall during rainy weather.,boat,shopping_mall,rainy,Two
3082,Three boats in a shopping mall during rainy weather.,boat,shopping_mall,rainy,Three
3083,"

A red boat with umbrellas on the shopping mall dock during rainy weather.",boat,shopping_mall,rainy,Multiple
3084,"A single boat amidst the shopping mall, weathered by storm.",boat,shopping_mall,stormy,Single
3085,Two boats in a shopping mall during a storm.,boat,shopping_mall,stormy,Two
3086,Three boats in a shopping mall during a storm.,boat,shopping_mall,stormy,Three
3087,A boat among the shopping mall stalls during a storm.,boat,shopping_mall,stormy,Multiple
3088,"A red boat with sails, nestled among the winter sale displays in a shopping mall. Snow falls gently outside, blanketing the ground.",boat,shopping_mall,snowy,Single
3089,Two boats in a shopping mall during a snowy weather.,boat,shopping_mall,snowy,Two
3090,Three boats in a shopping mall during a snowstorm.,boat,shopping_mall,snowy,Three
3091,"

A red boat with steam rising from its deck, surrounded by drifts of snow in a shopping mall.",boat,shopping_mall,snowy,Multiple
3092,"

A single boat in a shopping mall amidst foggy conditions.",boat,shopping_mall,foggy,Single
3093,Two boats in a shopping mall amidst foggy weather.,boat,shopping_mall,foggy,Two
3094,Three boats in a shopping mall amidst foggy weather.,boat,shopping_mall,foggy,Three
3095,"

A foggy shopping mall. A boat with tarnished gold sails, anchored amidst the concrete jungle.",boat,shopping_mall,foggy,Multiple
3096,"

A single boat in a shopping mall amidst windy conditions.",boat,shopping_mall,windy,Single
3097,Two boats in a shopping mall during windy weather.,boat,shopping_mall,windy,Two
3098,Three boats in a shopping mall during windy weather.,boat,shopping_mall,windy,Three
3099,"

A red sailboat anchored in a shopping mall, weathered by wind. Several other boats bob up and down nearby, their sails flapping in the gusts. The mall's glass facade reflects the turb",boat,shopping_mall,windy,Multiple
3100,"

Clear day at the shopping mall. A single boat floating in the large indoor pool.",boat,shopping_mall,clear,Single
3101,Two boats in a shopping mall with clear weather.,boat,shopping_mall,clear,Two
3102,Three boats in a shopping mall with clear weather.,boat,shopping_mall,clear,Three
3103,"

Clear weather in a shopping mall. A boat floating in a large indoor pool.",boat,shopping_mall,clear,Multiple
3104,"

A single boat in the street under the sunny sky.",boat,street,sunny,Single
3105,Two boats in the street under sunny weather.,boat,street,sunny,Two
3106,Three boats in the street during sunny weather.,boat,street,sunny,Three
3107,"

A red sailboat tied to the curb, sunny day.",boat,street,sunny,Multiple
3108,"

A single boat in the street, surrounded by puddles, under a cloudy sky.",boat,street,cloudy,Single
3109,Two boats in the street during cloudy weather.,boat,street,cloudy,Two
3110,Three boats in the street during cloudy weather.,boat,street,cloudy,Three
3111,"

A boat tied to the curb, rain-soaked and glistening, surrounded by puddles in the cloudy street.",boat,street,cloudy,Multiple
3112,"

A single boat in the street, rain pouring down, puddles forming around it.",boat,street,rainy,Single
3113,Two boats in the street during rainy weather.,boat,street,rainy,Two
3114,Three boats in the street during rainy weather.,boat,street,rainy,Three
3115,"

A rain-soaked boat abandoned in the street.",boat,street,rainy,Multiple
3116,A single boat in the street during a storm.,boat,street,stormy,Single
3117,Two boats in the street during a storm.,boat,street,stormy,Two
3118,Three boats in the street during a storm.,boat,street,stormy,Three
3119,"

A boat tied to the curb, stormy weather with heavy rain and strong winds.",boat,street,stormy,Multiple
3120,A single boat in a snowy street.,boat,street,snowy,Single
3121,"Two boats in the street, weather like snow.",boat,street,snowy,Two
3122,Three boats in a snowy street.,boat,street,snowy,Three
3123,"

A boat resting on the curb, surrounded by a thick layer of snow.",boat,street,snowy,Multiple
3124,"

A single boat in the street, shrouded by fog.",boat,street,foggy,Single
3125,"Two boats in the street, shrouded in fog.",boat,street,foggy,Two
3126,Three boats in a foggy street.,boat,street,foggy,Three
3127,"

A boat moored on the street, shrouded in fog.",boat,street,foggy,Multiple
3128,A single boat in a windy street.,boat,street,windy,Single
3129,Two boats in the street during a windy weather.,boat,street,windy,Two
3130,Three boats in the street during a windy weather.,boat,street,windy,Three
3131,Multiple boats in a windy street.,boat,street,windy,Multiple
3132,A single boat in a clear street.,boat,street,clear,Single
3133,Two boats in the street under clear skies.,boat,street,clear,Two
3134,Three boats in the street under clear skies.,boat,street,clear,Three
3135,Clear street with a moored boat.,boat,street,clear,Multiple
3136,"

A red sailboat anchored in a calm, sunny bay.",boat,neighborhood,sunny,Single
3137,Two boats in a sunny neighborhood.,boat,neighborhood,sunny,Two
3138,Three boats in a sunny neighborhood.,boat,neighborhood,sunny,Three
3139,"

A red sailboat anchored in a calm, sunny bay surrounded by crystal clear water and lush greenery. A white motorboat with a blue stripe moored nearby, its engine idling softly. A yellow catamar",boat,neighborhood,sunny,Multiple
3140,"

A single boat anchored in a cloudy harbor.",boat,neighborhood,cloudy,Single
3141,Two boats in a cloudy neighborhood.,boat,neighborhood,cloudy,Two
3142,Three boats in a cloudy neighborhood.,boat,neighborhood,cloudy,Three
3143,"

Cloudy day on the marina with several boats tied to the docks.",boat,neighborhood,cloudy,Multiple
3144,"

A red sailboat anchored in a quiet harbor during a rainstorm.",boat,neighborhood,rainy,Single
3145,Two boats in a rainy neighborhood.,boat,neighborhood,rainy,Two
3146,Three boats in a rainy neighborhood.,boat,neighborhood,rainy,Three
3147,"

A red sailboat tied to a dock in a rainy marina.
A blue motorboat with a tarp covering its deck, in a rain-soaked harbor.
A wooden rowboat with a raincoat-",boat,neighborhood,rainy,Multiple
3148,"

A solitary boat anchored in a turbulent harbor during a storm.",boat,neighborhood,stormy,Single
3149,Two boats in a stormy neighborhood.,boat,neighborhood,stormy,Two
3150,Three boats in a stormy neighborhood.,boat,neighborhood,stormy,Three
3151,"

A red sailboat bobbing in a stormy harbor, whitecaps crashing against its hull. Nearby, a powerboat with tarpaulin cover, anchored securely. A wooden fishing boat, rainwater collecting",boat,neighborhood,stormy,Multiple
3152,"

A red sailboat with frosted sails anchored in a snowy harbor.",boat,neighborhood,snowy,Single
3153,Two boats in a snowy neighborhood.,boat,neighborhood,snowy,Two
3154,Three boats in a snowy neighborhood.,boat,neighborhood,snowy,Three
3155,"

A snow-covered dock with a solitary boat, its sails wrapped in frost.",boat,neighborhood,snowy,Multiple
3156,"

A single boat anchored in a foggy harbor.",boat,neighborhood,foggy,Single
3157,Two boats in a foggy neighborhood.,boat,neighborhood,foggy,Two
3158,Three boats in a foggy neighborhood.,boat,neighborhood,foggy,Three
3159,"

A foggy harbor with several boats moored, their shapes barely discernible through the mist.",boat,neighborhood,foggy,Multiple
3160,"

A red sailboat anchored in a calm cove, with white-capped waves crashing against its hull as the wind howls through the rigging.",boat,neighborhood,windy,Single
3161,Two boats in a windy neighborhood.,boat,neighborhood,windy,Two
3162,Three boats in a windy neighborhood.,boat,neighborhood,windy,Three
3163,"

A red sailboat anchored in a cove, waves crashing against its hull in the windy weather. Nearby, a powerboat bobbing up and down, its white wake trailing behind. A yacht with sails",boat,neighborhood,windy,Multiple
3164,"Clear day, single boat on the tranquil lake.",boat,neighborhood,clear,Single
3165,Two boats in a clear neighborhood.,boat,neighborhood,clear,Two
3166,Three boats in a clear neighborhood.,boat,neighborhood,clear,Three
3167,"

Clear day, a red sailboat anchored in the calm blue waters. A white powerboat with a red stripe passes by in the distance.",boat,neighborhood,clear,Multiple
3168,"

A single boat in the city center under a sunny sky.",boat,city_center,sunny,Single
3169,Two boats in the city center with a sunny weather.,boat,city_center,sunny,Two
3170,Three boats in the sunny city center.,boat,city_center,sunny,Three
3171,"

A sunny city center with a red, wooden boat anchored in the calm waters.",boat,city_center,sunny,Multiple
